area,duration,dispersion
Area_1,0,0.0
Area_2,28926,98.17430385573333
Area_3,25,34.532593299664015
Area_2,49970,108.7828021324999
Area_3,33,2.9154759474226504
Area_1,511,62.76489543339837
Area_2,0,0.0
Area_3,181,24.928698321412615
Area_1,44,28.0941275002446
Area_3,487,13.49752659827967
Area_2,6609,142.40532917618563
