X Gaze Data, Y Gaze Data, Time 
817,507,866504604
819,506,866504611
818,506,866504622
819,506,866504634
820,505,866504644
822,502,866504656
822,501,866504666
823,502,866504678
824,501,866504689
824,505,866504714
824,506,866504722
823,507,866504733
823,508,866504746
820,511,866504756
820,511,866504766
820,511,866504778
820,511,866504789
823,512,866504799
826,513,866504825
829,515,866504833
827,515,866504844
828,516,866504857
827,515,866504866
827,516,866504877
827,517,866504889
827,518,866504899
828,518,866504910
828,519,866504936
826,520,866504944
826,520,866504955
826,521,866504967
825,523,866504977
826,525,866504989
834,528,866505014
835,530,866505022
830,531,866505046
829,533,866505092
823,532,866505099
823,531,866505110
826,528,866505122
826,528,866505132
803,696,866505297
803,696,866505323
811,532,866505332
811,534,866505343
824,521,866505355
829,516,866505371
830,514,866505376
835,511,866505403
840,507,866505409
848,499,866505421
843,498,866505435
851,498,866505442
851,495,866505453
812,626,866505545
811,631,866505555
858,531,866505566
862,522,866505577
861,520,866505588
862,518,866505599
863,516,866505610
861,516,866505622
860,516,866505632
861,513,866505643
861,510,866505669
861,508,866505676
861,506,866505688
862,505,866505700
862,503,866505710
862,501,866505722
861,499,866505732
861,501,866505746
860,501,866505755
859,501,866505765
859,501,866505778
859,502,866505788
857,504,866505799
858,503,866505824
853,504,866505832
850,503,866505843
832,495,866505855
826,492,866505865
825,492,866505876
823,490,866505903
822,490,866505909
822,491,866505921
821,491,866505934
820,491,866505943
820,492,866505954
819,494,866505981
819,497,866505988
824,494,866505999
825,493,866506013
825,493,866506021
826,495,866506032
828,497,866506045
829,500,866506054
830,502,866506065
830,502,866506076
830,503,866506088
829,504,866506099
829,505,866506124
828,505,866506132
823,500,866506142
820,497,866506170
817,496,866506176
819,496,866506188
822,498,866506200
824,498,866506209
825,500,866506221
825,502,866506247
826,506,866506254
821,507,866506265
820,507,866506279
820,508,866506288
820,510,866506298
820,511,866506311
820,513,866506321
824,510,866506332
824,509,866506357
827,506,866506365
827,506,866506375
827,506,866506389
824,508,866506398
822,510,866506409
822,510,866506434
821,517,866506442
819,518,866506454
818,518,866506465
818,518,866506476
818,518,866506487
818,519,866506498
818,521,866506512
818,521,866506521
825,520,866506531
825,520,866506544
825,520,866506554
825,518,866506565
833,517,866506590
836,515,866506598
845,516,866506609
862,517,866506636
886,520,866506642
908,528,866506654
920,531,866506667
926,532,866506675
929,532,866506687
929,530,866506714
928,531,866506721
933,523,866506746
934,522,866506754
934,522,866506765
936,522,866506777
935,523,866506787
934,525,866506798
934,525,866506809
934,526,866506825
935,527,866506831
934,527,866506842
932,528,866506856
934,529,866506864
959,529,866506875
981,527,866506887
988,526,866506903
990,527,866506909
999,534,866506921
1000,534,866506935
1000,535,866506942
998,532,866506954
1001,535,866506967
1002,537,866506975
1002,537,866506987
1001,537,866506999
1001,537,866507008
1001,538,866507020
1001,539,866507046
1000,537,866507054
1000,537,866507064
999,537,866507078
1000,535,866507087
999,531,866507098
999,532,866507109
998,532,866507121
996,528,866507131
996,526,866507156
997,524,866507165
997,525,866507175
995,527,866507188
995,528,866507197
995,528,866507208
997,529,866507235
1000,532,866507241
1001,531,866507254
1028,523,866507267
1031,523,866507275
1053,522,866507287
1054,522,866507313
1056,520,866507320
1054,520,866507331
1055,520,866507344
1054,520,866507354
1054,521,866507364
1054,521,866507390
1052,516,866507391
1049,515,866507398
1049,515,866507408
1050,515,866507421
1050,515,866507431
1051,517,866507441
1056,524,866507468
1067,524,866507475
1079,523,866507487
1082,521,866507500
1078,523,866507508
1080,523,866507520
1079,523,866507545
1081,518,866507553
1082,515,866507564
1081,513,866507576
1081,513,866507587
1084,513,866507597
1085,514,866507622
1090,518,866507631
1091,519,866507642
1092,520,866507654
1093,519,866507664
1091,518,866507675
1091,517,866507701
1064,516,866507708
1073,515,866507720
1057,515,866507733
1053,515,866507742
1029,516,866507753
1016,517,866507779
991,509,866507787
989,507,866507797
985,507,866507811
983,509,866507820
982,515,866507830
982,515,866507842
981,512,866507853
982,513,866507863
995,531,866507888
804,591,866507941
853,617,866507952
849,600,866507967
858,599,866507974
928,534,866507986
947,530,866508012
926,551,866508020
936,545,866508030
953,534,866508044
980,509,866508053
977,518,866508063
985,512,866508089
984,515,866508097
984,515,866508108
984,515,866508120
985,515,866508130
985,515,866508141
985,515,866508168
991,518,866508174
992,519,866508186
992,518,866508200
989,517,866508208
989,518,866508220
989,518,866508231
989,518,866508241
990,518,866508253
989,518,866508278
989,518,866508286
987,518,866508297
986,515,866508308
986,516,866508320
986,516,866508330
986,516,866508341
985,517,866508354
985,517,866508363
986,517,866508374
986,517,866508386
987,520,866508400
987,521,866508408
987,521,866508420
988,519,866508432
989,518,866508441
990,517,866508453
990,517,866508479
990,517,866508486
990,517,866508497
989,518,866508510
989,518,866508519
988,518,866508530
987,516,866508541
985,515,866508553
985,514,866508563
984,512,866508574
984,513,866508588
985,513,866508596
993,514,866508607
993,512,866508634
992,511,866508641
988,511,866508653
988,512,866508664
988,512,866508674
987,514,866508686
986,513,866508711
984,513,866508719
981,518,866508730
980,519,866508742
979,521,866508752
980,521,866508763
982,520,866508788
983,520,866508796
981,517,866508807
981,518,866508819
981,520,866508835
981,523,866508840
981,523,866508852
981,523,866508866
981,522,866508874
981,522,866508886
981,523,866508897
981,523,866508907
981,523,866508919
981,522,866508943
982,520,866508952
981,521,866508963
981,521,866508990
981,517,866508996
979,513,866509007
977,513,866509020
974,516,866509029
974,517,866509040
978,517,866509052
979,517,866509065
978,516,866509074
978,515,866509086
979,514,866509111
979,515,866509119
979,515,866509130
976,516,866509143
977,518,866509152
973,518,866509163
969,517,866509188
943,522,866509196
939,522,866509206
926,524,866509234
923,525,866509241
923,524,866509252
921,525,866509265
921,525,866509273
920,525,866509285
919,525,866509296
918,525,866509311
918,524,866509319
917,523,866509330
917,519,866509342
917,518,866509352
919,517,866509363
919,517,866509374
922,517,866509385
923,517,866509396
923,517,866509422
922,518,866509429
922,522,866509440
922,522,866509452
923,522,866509463
949,521,866509473
962,522,866509485
978,525,866509499
983,526,866509506
992,528,866509519
999,528,866509530
1003,528,866509540
1002,524,866509552
1002,527,866509562
1001,526,866509576
1001,523,866509585
1001,523,866509596
1002,521,866509607
1002,521,866509619
1001,521,866509629
1000,521,866509654
1001,522,866509662
1001,523,866509673
1003,527,866509686
1005,528,866509696
1006,529,866509707
1007,530,866509732
1007,535,866509740
1005,539,866509751
1009,546,866509764
1026,601,866509772
1045,608,866509851
1028,522,866509862
1033,528,866509873
1015,486,866509889
1014,486,866509896
1013,486,866509920
1020,486,866509929
1020,487,866509940
1018,489,866509952
1015,491,866509968
1014,493,866509973
1014,492,866509985
1011,496,866509999
1011,496,866510006
1012,495,866510018
1007,499,866510031
1007,499,866510039
1006,500,866510052
1000,499,866510077
1002,499,866510085
997,505,866510096
997,506,866510109
997,505,866510118
985,506,866510129
985,506,866510140
986,508,866510151
986,508,866510162
987,508,866510187
991,508,866510195
992,508,866510206
993,509,866510218
993,509,866510233
993,509,866510240
993,506,866510251
994,507,866510265
994,507,866510272
995,507,866510285
994,507,866510310
997,506,866510318
1029,514,866510329
1031,515,866510341
1045,517,866510351
1050,518,866510362
1051,518,866510372
1051,514,866510385
1053,512,866510395
1054,512,866510420
1055,513,866510428
1055,513,866510439
1053,511,866510451
1053,509,866510465
1053,509,866510472
1055,507,866510484
1057,504,866510497
1056,505,866510506
1056,504,866510518
1055,503,866510529
1056,501,866510544
1057,502,866510551
1057,503,866510562
1057,504,866510574
1058,506,866510584
1072,506,866510595
1077,506,866510621
1094,508,866510628
1095,508,866510653
1096,502,866510662
1096,502,866510672
1096,500,866510685
1096,497,866510695
1096,497,866510705
1095,495,866510733
1095,495,866510739
1095,495,866510751
1096,503,866510765
1096,504,866510772
1097,503,866510784
1095,507,866510796
1087,507,866510806
1087,508,866510818
1059,506,866510828
1055,505,866510843
1027,502,866510851
1020,503,866510862
1018,503,866510874
1013,504,866510884
1012,504,866510895
1012,504,866510906
1011,504,866510918
1010,503,866510928
1007,504,866510939
1005,503,866510953
1001,506,866510961
1000,506,866510972
999,506,866510999
999,506,866511005
1004,506,866511018
997,506,866511030
982,507,866511038
938,504,866511051
923,504,866511076
874,503,866511084
862,503,866511095
854,503,866511107
854,503,866511117
854,505,866511128
854,505,866511138
855,508,866511153
855,509,866511161
855,509,866511172
855,509,866511200
858,506,866511206
858,507,866511231
855,516,866511239
854,514,866511251
853,514,866511264
853,515,866511272
852,515,866511284
851,515,866511295
850,510,866511305
851,510,866511317
851,508,866511328
852,507,866511341
855,508,866511351
860,506,866511361
867,506,866511372
880,506,866511384
885,506,866511395
891,507,866511405
916,511,866511418
924,512,866511428
924,512,866511438
920,508,866511464
920,507,866511471
923,504,866511484
926,501,866511495
926,500,866511504
926,500,866511517
924,503,866511542
924,503,866511550
919,503,866511561
919,503,866511572
920,503,866511584
918,503,866511594
919,503,866511618
921,502,866511628
921,502,866511638
921,502,866511665
923,498,866511671
923,497,866511684
907,498,866511694
907,498,866511704
908,497,866511717
899,497,866511742
892,499,866511750
890,501,866511761
890,502,866511774
889,501,866511784
891,503,866511794
891,503,866511806
890,502,866511817
893,505,866511826
925,529,866511852
910,488,866511950
934,555,866511975
925,514,866511983
923,509,866511994
921,503,866512007
920,501,866512017
919,499,866512028
919,497,866512039
918,497,866512050
917,499,866512061
916,498,866512086
915,500,866512094
915,501,866512104
915,500,866512117
918,502,866512127
919,502,866512138
925,505,866512150
926,505,866512164
925,505,866512171
922,505,866512183
923,505,866512196
923,505,866512204
920,504,866512217
918,504,866512241
918,504,866512250
919,507,866512261
919,507,866512272
919,507,866512283
919,507,866512294
918,507,866512319
904,504,866512327
892,503,866512338
879,503,866512351
869,502,866512360
869,509,866512371
861,516,866512383
859,515,866512398
858,516,866512404
855,513,866512417
854,514,866512429
853,516,866512437
853,517,866512450
850,515,866512461
851,515,866512476
851,515,866512483
852,520,866512508
852,521,866512517
853,521,866512527
853,521,866512538
852,519,866512550
851,519,866512560
851,519,866512586
860,523,866512594
860,523,866512604
860,524,866512617
854,525,866512627
853,526,866512638
852,526,866512663
853,529,866512671
855,528,866512683
854,530,866512709
856,530,866512717
851,542,866512727
850,542,866512740
848,546,866512750
849,546,866512760
849,544,866512771
849,545,866512783
846,551,866512794
845,552,866512804
846,552,866512818
844,558,866512827
848,560,866512837
856,561,866512864
873,569,866512871
894,581,866512883
907,586,866512895
907,587,866512904
910,597,866512916
909,590,866512927
910,591,866512943
909,591,866512950
908,596,866512960
906,599,866512973
903,603,866512983
898,622,866512993
898,625,866513005
896,625,866513016
903,619,866513027
903,619,866513037
907,616,866513049
907,617,866513060
907,617,866513070
906,618,866513085
904,616,866513093
901,616,866513104
899,621,866513131
891,627,866513137
883,631,866513149
884,631,866513162
891,629,866513171
893,628,866513182
894,627,866513194
895,627,866513204
895,625,866513216
901,623,866513242
905,619,866513248
906,616,866513274
911,612,866513282
908,614,866513293
906,616,866513304
906,623,866513316
906,624,866513327
907,625,866513352
903,617,866513360
902,617,866513370
903,617,866513383
921,602,866513392
924,595,866513403
875,591,866513632
880,591,866513640
866,591,866513653
867,592,866513678
855,602,866513686
851,600,866513697
849,598,866513709
849,595,866513720
849,595,866513731
848,594,866513741
848,593,866513755
850,592,866513764
854,592,866513774
854,591,866513801
854,589,866513808
854,589,866513820
854,586,866513832
854,585,866513841
854,582,866513853
853,578,866513878
853,575,866513886
854,575,866513897
854,575,866513910
855,574,866513919
855,576,866513930
854,577,866513942
853,575,866513953
853,575,866513963
853,576,866513990
851,576,866513997
851,576,866514021
854,581,866514030
853,580,866514042
854,583,866514053
854,582,866514063
854,582,866514074
855,581,866514086
858,567,866514100
859,563,866514107
859,563,866514119
863,555,866514131
864,555,866514141
863,555,866514153
861,555,866514179
858,558,866514186
858,559,866514196
858,560,866514209
858,559,866514219
862,556,866514230
862,556,866514256
861,555,866514263
862,556,866514274
862,554,866514287
861,554,866514297
861,554,866514307
860,554,866514333
852,548,866514341
855,548,866514353
857,560,866514364
857,561,866514374
854,557,866514386
855,555,866514411
843,547,866514419
842,548,866514430
844,547,866514443
847,549,866514452
848,549,866514463
848,549,866514475
850,549,866514486
853,545,866514496
855,545,866514523
859,544,866514530
859,547,866514541
860,545,866514554
860,545,866514563
860,545,866514574
855,542,866514600
857,544,866514607
859,551,866514619
859,557,866514630
856,562,866514640
858,574,866514718
860,576,866514729
863,578,866514755
844,576,866514763
845,577,866514774
845,575,866514787
846,573,866514796
847,569,866514807
846,570,866514819
849,569,866514833
849,571,866514841
853,570,866514852
861,563,866514864
862,563,866514873
862,563,866514886
857,569,866514911
853,573,866514919
855,567,866514930
856,563,866514942
857,556,866514952
856,549,866514963
857,546,866514988
852,546,866514996
852,546,866515006
851,549,866515019
855,543,866515030
855,543,866515040
854,539,866515052
853,536,866515066
853,536,866515073
853,536,866515085
849,533,866515097
849,532,866515107
848,532,866515119
853,531,866515144
852,531,866515152
842,515,866515162
840,512,866515175
836,503,866515184
1140,1176,866515286
976,1171,866515294
976,1171,866515305
903,1149,866515317
858,1105,866515332
836,1083,866515339
833,1077,866515350
830,1075,866515363
828,1073,866515372
826,1074,866515384
830,1071,866515395
829,1069,866515405
823,1058,866515417
826,1061,866515443
825,1057,866515450
836,1056,866515461
836,1055,866515475
829,1052,866515483
832,1047,866515493
831,1038,866515506
827,984,866515527
824,915,866515552
777,639,866517410
777,639,866517423
777,639,866517431
776,580,866517568
780,556,866517595
788,556,866517602
789,557,866517613
785,556,866517626
787,556,866517636
785,549,866517646
786,551,866517673
789,542,866517680
789,536,866517691
789,533,866517704
789,531,866517713
792,531,866517724
795,533,866517752
795,536,866517758
794,538,866517769
792,541,866517783
792,542,866517791
793,542,866517802
793,542,866517814
794,545,866517824
796,547,866517836
797,549,866517846
798,549,866517860
798,549,866517869
798,549,866517879
799,549,866517891
799,549,866517902
800,548,866517913
801,545,866517924
802,542,866517938
801,540,866517946
801,539,866517957
801,540,866517970
800,541,866517979
801,542,866517991
804,541,866518017
809,542,866518024
810,541,866518036
812,538,866518049
812,537,866518057
813,532,866518069
813,532,866518079
812,533,866518094
810,534,866518102
808,534,866518113
807,534,866518125
808,534,866518135
806,535,866518145
806,537,866518157
816,490,866518327
822,513,866518335
823,512,866518346
825,514,866518359
826,515,866518368
832,510,866518379
835,508,866518391
841,504,866518402
849,494,866518413
857,490,866518438
866,481,866518446
870,478,866518456
870,475,866518469
871,475,866518485
871,472,866518490
871,473,866518502
872,471,866518515
881,467,866518523
881,467,866518535
879,465,866518546
878,464,866518562
875,462,866518568
877,460,866518579
877,460,866518593
877,460,866518602
878,460,866518612
877,458,866518623
879,456,866518634
878,455,866518645
880,454,866518655
884,452,866518671
883,453,866518679
881,453,866518688
882,452,866518703
885,448,866518712
886,446,866518722
878,443,866518735
882,442,866518751
880,442,866518755
879,434,866518768
879,422,866518782
879,421,866518788
882,427,866518801
881,425,866518812
881,425,866518822
883,427,866518835
886,427,866518860
886,428,866518868
889,430,866518877
890,430,866518890
894,432,866518911
885,431,866518936
882,432,866518945
882,432,866518955
889,425,866518983
894,423,866518988
899,422,866519001
887,425,866519013
884,426,866519022
884,427,866519035
888,428,866519060
887,428,866519068
880,433,866519078
879,434,866519092
878,440,866519101
876,444,866519111
876,461,866519124
874,467,866519133
821,481,866519233
798,443,866519243
798,443,866519254
812,424,866519266
812,426,866519280
812,429,866519288
812,424,866519299
812,423,866519311
812,423,866519320
807,425,866519333
807,431,866519358
805,430,866519366
804,430,866519377
803,430,866519390
803,431,866519399
801,437,866519410
801,440,866519422
801,445,866519432
799,466,866519615
799,466,866519627
824,467,866519638
850,469,866519649
854,470,866519674
843,469,866519683
844,469,866519693
844,469,866519721
853,471,866519726
855,477,866519753
855,478,866519760
854,478,866519772
859,488,866519785
858,490,866519793
857,490,866519806
852,484,866519831
848,485,866519838
844,487,866519849
845,488,866519861
848,488,866519872
858,484,866519883
859,483,866519893
857,483,866519905
840,491,866519916
840,492,866519939
1008,627,866520246
878,556,866520258
878,556,866520283
853,498,866520291
854,495,866520302
855,488,866520315
856,497,866520324
857,498,866520335
850,515,866520346
973,545,866520447
915,529,866520457
915,529,866520471
884,513,866520480
883,510,866520491
880,506,866520503
877,506,866520514
875,506,866520524
874,507,866520549
872,509,866520558
872,510,866520568
870,512,866520595
870,513,866520602
868,515,866520613
867,514,866520626
867,514,866520634
865,513,866520647
867,515,866520673
870,517,866520680
872,520,866520691
875,522,866520704
877,525,866520713
878,526,866520724
877,526,866520750
875,525,866520757
876,526,866520782
875,528,866520791
874,528,866520801
874,528,866520814
874,526,866520824
874,525,866520834
874,527,866520862
876,536,866520868
876,535,866520880
875,527,866520894
886,524,866520901
888,527,866520913
939,527,866520925
952,528,866520934
1024,516,866520947
1029,517,866520957
1034,518,866520973
1046,527,866520980
1048,527,866521005
1051,524,866521013
1051,523,866521024
1052,522,866521035
1056,520,866521046
1056,520,866521057
1056,519,866521082
1055,514,866521090
1056,507,866521101
1055,506,866521128
1056,504,866521134
1058,501,866521146
1053,501,866521159
1047,502,866521168
1034,501,866521180
1013,501,866521206
1008,501,866521213
1002,496,866521224
1001,496,866521238
998,493,866521246
998,495,866521257
998,494,866521269
998,494,866521280
997,492,866521290
997,492,866521316
999,491,866521323
1000,492,866521347
999,493,866521357
999,493,866521367
1000,494,866521379
1000,495,866521393
999,495,866521400
1000,494,866521413
1009,490,866521425
1004,492,866521435
1006,490,866521447
1006,490,866521457
1017,481,866521471
1017,478,866521480
1037,487,866521490
1038,487,866521501
1048,491,866521513
1055,494,866521523
1062,496,866521533
1069,499,866521546
1071,503,866521562
1080,511,866521567
1078,510,866521594
1077,513,866521600
1077,516,866521613
1078,513,866521626
1079,513,866521633
1076,521,866521646
1070,523,866521658
1069,524,866521667
1068,524,866521679
1063,523,866521690
1062,523,866521704
1064,521,866521713
1062,523,866521723
1062,523,866521736
1062,522,866521746
1064,517,866521756
1070,518,866521767
1092,520,866521779
1096,520,866521790
1097,519,866521813
1106,519,866521823
1107,518,866521833
1105,513,866521860
1108,512,866521867
1113,509,866521879
1115,508,866521892
1116,508,866521900
1118,507,866521912
1118,508,866521938
1118,508,866521946
1119,507,866521956
1119,508,866521970
1122,508,866521979
1125,509,866521990
1126,510,866522002
1128,513,866522012
1130,512,866522023
1130,511,866522034
1129,507,866522046
1128,508,866522056
1113,508,866522081
1066,511,866522089
1059,512,866522100
1038,524,866522112
1024,535,866522129
1022,536,866522133
1023,534,866522160
1020,529,866522166
1019,520,866522178
1016,508,866522191
1015,508,866522200
1017,523,866522212
1012,502,866522223
1012,499,866522233
1011,490,866522245
1009,485,866522270
1006,483,866522278
1006,482,866522289
1006,479,866522301
999,472,866522311
1037,473,866522321
1044,472,866522333
1083,484,866522344
1087,484,866522355
1088,484,866522379
1094,483,866522380
1096,484,866522388
1097,484,866522399
1094,486,866522411
1096,492,866522421
1096,493,866522432
1098,496,866522458
1097,499,866522465
1095,500,866522477
1092,502,866522489
1091,503,866522498
1085,507,866522510
1078,516,866522536
1061,520,866522544
883,533,866522555
877,534,866522566
846,536,866522577
832,536,866522588
828,536,866522598
822,536,866522612
814,538,866522621
811,539,866522632
809,538,866522644
811,536,866522655
811,536,866522665
811,535,866522677
811,534,866522691
810,534,866522698
809,535,866522710
809,531,866522721
811,529,866522737
810,528,866522744
801,519,866522768
803,515,866522777
811,512,866522788
812,512,866522799
810,510,866522815
806,506,866522822
806,506,866522847
816,503,866522854
816,503,866522865
814,502,866522879
815,502,866522888
815,503,866522898
814,503,866522910
815,505,866522925
816,505,866522931
812,507,866522944
818,506,866522955
822,506,866522965
846,501,866522977
864,497,866522988
865,497,866523002
882,491,866523011
885,488,866523022
886,488,866523033
887,488,866523044
889,487,866523055
890,488,866523081
893,485,866523088
893,485,866523098
894,485,866523112
895,490,866523122
895,490,866523132
895,490,866523158
894,487,866523165
896,486,866523177
896,488,866523189
896,488,866523199
897,488,866523211
897,487,866523222
897,486,866523235
898,486,866523244
899,484,866523255
899,483,866523266
901,481,866523277
908,475,866523288
909,475,866523312
907,474,866523322
906,474,866523332
900,477,866523344
893,474,866523360
893,474,866523365
890,474,866523377
888,474,866523391
888,474,866523398
889,473,866523410
895,471,866523437
952,449,866523444
954,448,866523455
955,448,866523469
965,454,866523477
966,455,866523487
967,455,866523500
962,464,866523510
965,462,866523521
965,462,866523532
965,462,866523548
959,452,866523555
959,452,866523579
960,449,866523587
960,448,866523598
960,448,866523625
962,456,866523632
962,456,866523644
962,457,866523656
961,452,866523665
959,450,866523676
963,453,866523702
963,454,866523703
961,454,866523710
961,453,866523721
963,455,866523734
965,458,866523744
965,460,866523754
966,464,866523765
969,463,866523776
971,460,866523787
971,460,866523811
964,467,866523821
963,467,866523832
967,463,866523844
968,465,866523857
977,466,866523864
986,467,866523876
1014,466,866523888
1016,466,866523897
1020,464,866523910
1022,465,866523921
1022,465,866523934
1022,465,866523944
1019,468,866523954
1018,469,866523964
1016,472,866523981
1016,477,866523987
1016,477,866524013
1011,481,866524020
1011,481,866524045
1011,482,866524053
1011,482,866524064
1017,486,866524076
1019,487,866524088
1021,487,866524098
1042,486,866524110
1055,489,866524124
1056,490,866524131
1062,490,866524143
1070,487,866524155
1070,487,866524164
1069,490,866524176
1066,490,866524201
1066,492,866524210
1066,498,866524221
1066,498,866524231
1063,499,866524243
1062,500,866524253
1062,501,866524278
1060,508,866524287
1060,508,866524298
1060,510,866524326
1059,510,866524330
1059,510,866524357
1058,509,866524364
1058,507,866524376
1067,510,866524388
1067,510,866524398
1063,508,866524410
1065,509,866524436
1064,510,866524437
1063,512,866524443
1059,516,866524466
1053,517,866524476
1015,517,866524487
998,517,866524513
935,518,866524514
925,518,866524520
918,518,866524544
889,517,866524553
887,516,866524564
885,513,866524575
883,511,866524592
883,511,866524598
882,515,866524610
879,515,866524622
879,515,866524630
874,518,866524643
875,518,866524654
875,519,866524670
875,521,866524676
812,532,866524742
803,539,866524753
802,539,866524778
817,540,866524787
817,540,866524798
815,538,866524824
810,536,866524830
808,536,866524842
807,535,866524855
807,535,866524863
807,535,866524875
807,534,866524902
807,533,866524910
809,531,866524920
809,531,866524934
806,527,866524942
805,526,866524953
804,526,866524965
804,526,866524975
805,525,866524987
805,525,866524997
806,525,866525011
812,525,866525020
813,525,866525030
815,525,866525057
817,525,866525063
817,525,866525075
817,524,866525089
820,524,866525097
817,520,866525110
863,531,866525120
864,531,866525136
866,529,866525143
865,527,866525154
865,527,866525167
878,527,866525176
877,517,866525187
877,517,866525199
878,517,866525209
879,517,866525219
879,517,866525230
879,517,866525242
878,522,866525253
878,522,866525264
878,524,866525277
878,524,866525287
878,523,866525297
877,523,866525325
877,523,866525330
880,527,866525356
881,528,866525364
884,530,866525376
883,529,866525402
881,526,866525408
881,525,866525419
881,524,866525433
880,521,866525442
884,518,866525452
884,518,866525463
884,518,866525475
884,525,866525486
884,526,866525496
882,530,866525509
882,529,866525520
882,529,866525530
882,529,866525543
887,520,866525554
889,520,866525563
896,522,866525575
1022,524,866525602
1052,525,866525610
1059,525,866525620
1069,525,866525633
1090,525,866525642
1091,524,866525652
1095,524,866525664
1096,524,866525675
1096,524,866525686
1096,524,866525697
1096,524,866525710
1096,524,866525720
1096,524,866525730
1096,524,866525743
1097,524,866525756
1097,524,866525764
1096,523,866525776
1096,526,866525787
1096,527,866525797
1094,530,866525809
1094,529,866525820
1095,529,866525834
1099,527,866525842
1098,527,866525852
1098,527,866525864
1098,526,866525875
1102,523,866525885
1102,522,866525911
1100,524,866525920
1099,524,866525930
1100,523,866525943
1097,524,866525959
1097,524,866525963
1096,524,866525989
1092,530,866525996
1093,540,866526008
1093,542,866526020
1093,542,866526029
1093,541,866526041
1091,529,866526066
1091,527,866526075
1090,531,866526085
1090,532,866526097
1090,535,866526108
1085,533,866526119
1080,531,866526145
1035,518,866526153
1033,517,866526163
1022,513,866526177
1015,512,866526185
1014,512,866526196
1008,519,866526223
1010,519,866526230
1010,520,866526242
1009,518,866526255
1008,518,866526262
995,516,866526276
993,516,866526301
866,527,866526309
855,528,866526319
849,529,866526332
841,530,866526342
809,534,866526353
806,535,866526363
808,538,866526374
809,539,866526385
809,539,866526410
808,539,866526411
808,539,866526419
808,538,866526430
808,538,866526457
807,535,866526462
805,532,866526475
803,532,866526488
803,532,866526495
803,532,866526507
803,533,866526535
803,533,866526542
799,531,866526552
799,531,866526565
798,531,866526576
799,531,866526586
798,531,866526596
799,531,866526611
794,527,866526619
793,527,866526630
793,527,866526642
794,525,866526652
794,525,866526662
794,525,866526674
795,524,866526690
796,524,866526696
796,522,866526708
790,515,866526721
789,514,866526729
790,512,866526742
789,510,866526753
789,511,866526763
789,511,866526775
792,516,866526800
792,517,866526801
792,517,866526809
792,518,866526819
792,519,866526832
794,525,866526842
798,515,866526852
798,514,866526863
800,516,866526875
800,514,866526885
800,514,866526910
799,511,866526911
800,511,866526919
800,511,866526929
799,511,866526941
798,512,866526951
798,513,866526962
797,513,866526988
797,513,866526995
797,513,866527007
796,518,866527019
796,519,866527035
796,518,866527042
798,517,866527065
824,516,866527074
828,516,866527085
829,516,866527096
837,513,866527112
838,512,866527119
839,512,866527144
836,511,866527152
836,511,866527163
836,511,866527190
836,512,866527195
836,511,866527222
833,504,866527228
833,505,866527240
834,510,866527253
834,510,866527261
833,510,866527274
833,513,866527299
834,515,866527307
831,516,866527318
831,516,866527330
832,511,866527340
832,511,866527351
832,511,866527377
834,513,866527384
841,513,866527395
878,521,866527408
882,521,866527418
883,521,866527429
887,520,866527455
887,518,866527461
885,516,866527474
877,519,866527485
876,519,866527495
873,518,866527507
873,517,866527518
873,517,866527531
872,517,866527541
876,520,866527552
876,521,866527563
875,520,866527575
877,517,866527585
877,516,866527610
880,515,866527618
880,516,866527629
880,516,866527656
881,519,866527661
882,519,866527674
883,520,866527687
883,520,866527695
881,517,866527708
882,517,866527733
882,516,866527741
882,516,866527752
884,517,866527765
886,517,866527774
899,519,866527785
914,521,866527797
963,521,866527808
965,520,866527818
967,520,866527829
967,520,866527841
973,524,866527852
974,524,866527862
973,523,866527876
972,523,866527885
972,523,866527895
971,522,866527922
972,521,866527928
972,519,866527940
971,519,866527954
971,519,866527961
970,519,866527973
971,520,866527985
971,520,866527995
971,519,866528008
971,520,866528032
975,526,866528040
978,530,866528052
980,530,866528064
1005,526,866528074
1008,527,866528084
1008,527,866528109
1019,526,866528117
1019,526,866528128
1019,527,866528141
1125,657,866528239
1071,585,866528251
1071,585,866528265
1044,539,866528274
1042,534,866528285
1039,526,866528296
1033,520,866528307
1026,525,866528317
1024,525,866528341
1024,526,866528350
1024,526,866528361
1026,527,866528388
1025,528,866528394
1025,528,866528406
1025,526,866528418
1025,525,866528427
1025,525,866528440
1021,516,866528450
1021,516,866528466
1022,517,866528473
1025,517,866528484
1025,517,866528498
1026,515,866528507
1030,514,866528518
1034,514,866528528
1052,511,866528541
1063,507,866528551
1064,507,866528562
1066,509,866528576
1070,511,866528583
1071,512,866528594
1068,512,866528607
1067,510,866528617
1066,510,866528627
1062,509,866528654
1058,509,866528661
1058,509,866528674
1054,515,866528685
1052,515,866528694
1045,516,866528706
1019,516,866528731
1004,517,866528740
991,516,866528751
987,515,866528762
941,510,866528774
940,510,866528784
939,509,866528809
939,508,866528817
939,508,866528827
939,506,866528841
939,505,866528851
939,507,866528861
944,516,866528874
945,515,866528887
945,515,866528894
944,515,866528906
945,515,866528919
945,515,866528927
944,513,866528939
946,517,866528951
946,517,866528960
946,518,866528972
951,515,866528998
953,515,866529007
952,514,866529017
952,514,866529029
953,514,866529039
955,514,866529051
958,514,866529075
985,507,866529084
986,507,866529094
989,508,866529121
987,511,866529127
982,515,866529139
983,513,866529152
983,513,866529160
982,514,866529172
982,510,866529198
983,511,866529207
987,510,866529217
