X Gaze Data, Y Gaze Data, Time 
988,510,866529230
989,512,866529239
989,513,866529250
989,513,866529261
991,507,866529272
992,507,866529284
991,507,866529294
991,508,866529307
987,512,866529317
986,512,866529327
984,515,866529354
985,514,866529360
982,518,866529372
982,519,866529385
983,519,866529394
986,518,866529406
996,520,866529431
1021,526,866529439
1025,527,866529449
1026,527,866529461
1041,522,866529472
1042,526,866529483
1042,525,866529494
1043,528,866529507
1043,527,866529517
1044,528,866529527
1042,528,866529554
1040,530,866529560
1040,530,866529572
1043,533,866529585
1044,534,866529593
1044,534,866529605
1042,531,866529617
1042,531,866529626
1040,531,866529639
1040,531,866529664
1039,531,866529672
1039,529,866529682
1038,529,866529696
1038,529,866529705
1038,529,866529716
1039,528,866529727
1039,528,866529739
1045,526,866529750
1046,526,866529761
1047,525,866529774
1047,525,866529783
1179,526,866529793
1204,526,866529820
1782,551,866529826
1005,531,866529985
1040,514,866529997
1040,514,866530008
1032,498,866530021
1028,493,866530031
1024,488,866530041
1024,493,866530067
1024,499,866530074
1025,501,866530086
1026,506,866530113
1026,506,866530119
1026,505,866530131
1026,505,866530143
1025,504,866530152
1020,498,866530164
1020,497,866530174
1017,492,866530190
1015,490,866530197
1014,490,866530222
1013,484,866530230
1017,481,866530241
1032,471,866530253
1034,471,866530264
1037,470,866530274
1063,459,866530300
1084,441,866530308
1076,438,866530319
1082,441,866530331
1080,441,866530341
1078,438,866530351
1077,431,866530378
1075,428,866530385
1074,429,866530397
1074,430,866530409
1062,439,866530419
1065,438,866530430
1065,437,866530455
1061,433,866530464
1060,433,866530474
1061,433,866530486
1066,427,866530497
1064,427,866530507
1036,424,866530519
1029,426,866530532
1027,427,866530540
1024,428,866530552
1016,428,866530563
1015,428,866530577
1008,429,866530585
1006,432,866530596
1007,431,866530609
1007,431,866530618
1007,431,866530630
1007,430,866530640
1008,427,866530656
1009,422,866530663
1005,421,866530674
1001,418,866530688
1002,418,866530696
1001,419,866530707
1001,420,866530719
1002,419,866530729
1005,418,866530740
1007,418,866530751
1006,418,866530765
1007,418,866530773
1007,417,866530785
1006,417,866530797
1011,417,866530811
1015,417,866530818
1036,416,866530863
1037,416,866530889
1037,416,866530896
1037,415,866530907
1038,413,866530919
1037,410,866530930
1048,419,866530940
1054,424,866530967
1055,432,866530973
1055,435,866530984
1055,437,866530996
1053,432,866531006
1051,428,866531018
1050,424,866531030
1050,423,866531043
1050,423,866531051
1046,420,866531062
1045,418,866531073
1044,417,866531089
1045,417,866531096
1051,414,866531121
1054,411,866531129
1049,408,866531140
1046,405,866531151
1047,404,866531163
1058,400,866531173
1067,397,866531198
1069,399,866531206
1069,399,866531217
1075,403,866531244
1078,404,866531250
1078,403,866531276
1082,399,866531284
1082,399,866531296
1078,396,866531307
1076,395,866531317
1076,394,866531329
1082,396,866531354
1090,396,866531363
1093,394,866531373
1096,393,866531385
1097,392,866531396
1094,397,866531406
1092,401,866531417
1097,395,866531431
1106,395,866531440
1115,395,866531451
1147,402,866531463
1163,401,866531473
1175,401,866531484
1183,397,866531511
1186,392,866531517
1188,389,866531543
1191,385,866531550
1190,385,866531562
1182,386,866531575
1176,386,866531584
1171,392,866531595
1170,393,866531606
1169,394,866531622
1169,393,866531629
1167,391,866531639
1165,390,866531652
1165,388,866531662
1162,383,866531672
1159,379,866531699
1168,376,866531706
1174,375,866531730
1144,433,866532754
1144,433,866532755
1144,433,866532762
1145,430,866532774
1146,418,866532785
1146,412,866532795
1147,412,866532807
1149,421,866532833
1151,426,866532841
1132,425,866532851
1119,425,866532863
1115,432,866532875
1113,435,866532885
1111,437,866532910
1108,427,866532917
1109,411,866532929
1108,402,866532957
1107,401,866532962
1108,401,866532988
1105,403,866532995
1100,407,866533007
1100,407,866533020
1096,410,866533029
1095,410,866533041
1093,410,866533066
1088,411,866533074
1089,409,866533084
1095,400,866533097
1097,395,866533107
1096,393,866533118
1095,391,866533144
1100,382,866533151
1089,386,866533163
1075,391,866533176
1074,391,866533184
1059,390,866533195
1060,390,866533222
1066,391,866533229
1065,391,866533241
1066,393,866533253
1066,393,866533262
1077,398,866533274
1077,394,866533285
1085,390,866533295
1084,390,866533307
1075,392,866533332
1070,391,866533340
1070,389,866533351
1071,387,866533363
1069,382,866533374
1069,380,866533384
1067,382,866533396
1070,382,866533410
1050,383,866533417
936,387,866533428
885,389,866533455
887,393,866533461
880,385,866533474
879,384,866533486
877,384,866533495
901,380,866533507
901,379,866533518
902,378,866533529
901,377,866533541
899,378,866533551
897,378,866533563
896,378,866533574
898,378,866533584
900,378,866533611
910,370,866533617
912,369,866533628
912,369,866533641
921,369,866533651
928,369,866533661
930,371,866533689
931,372,866533695
932,372,866533707
935,368,866533719
939,369,866533729
938,369,866533741
936,370,866533766
923,365,866533774
921,365,866533784
919,365,866533797
919,366,866533807
919,369,866533817
918,374,866533829
926,382,866533840
928,383,866533851
928,384,866533876
935,387,866533883
939,389,866533895
939,389,866533907
939,395,866533923
939,399,866533928
941,397,866533954
944,390,866533962
945,382,866533974
945,381,866533985
944,380,866533995
945,378,866534007
945,377,866534033
947,379,866534040
948,381,866534064
949,385,866534074
952,379,866534084
957,371,866534096
956,371,866534107
952,373,866534117
950,374,866534128
950,375,866534142
956,380,866534150
960,385,866534162
962,384,866534189
967,382,866534195
966,381,866534207
961,377,866534220
957,375,866534228
953,376,866534240
948,377,866534251
944,377,866534261
945,380,866534273
945,383,866534297
944,385,866534306
951,391,866534317
956,396,866534329
955,396,866534340
953,399,866534350
952,401,866534376
955,391,866534383
958,383,866534395
955,388,866534407
956,395,866534417
956,401,866534428
957,398,866534440
955,396,866534454
954,395,866534461
960,391,866534473
960,391,866534484
960,392,866534494
959,395,866534507
960,398,866534532
961,399,866534540
959,410,866534550
957,419,866534564
1011,427,866535641
1011,427,866535653
1011,427,866535662
1012,429,866535674
1016,437,866535700
1019,443,866535708
1030,452,866535718
1037,459,866535729
1036,458,866535741
1032,478,866535751
1030,492,866535778
1025,512,866535784
1024,514,866535796
1071,370,866536198
1064,388,866536207
1064,388,866536217
1066,395,866536230
1069,404,866536240
1066,395,866536251
1061,387,866536278
1081,402,866536329
1059,374,866536354
1032,441,866536362
1005,419,866536374
1006,433,866536386
1006,438,866536395
1007,428,866536408
1007,420,866536433
1009,396,866536441
1011,395,866536451
1018,395,866536464
1021,401,866536474
1024,403,866536484
1026,404,866536510
1032,408,866536518
1031,409,866536529
1032,408,866536541
1032,406,866536557
1028,405,866536562
1041,415,866536607
1041,415,866536620
1042,414,866536628
1041,409,866536641
1045,413,866536666
1049,417,866536674
1051,418,866536684
1056,420,866536696
1058,421,866536707
1058,421,866536717
1053,377,866536874
1053,377,866536899
1054,380,866536940
1058,393,866536951
1059,397,866536962
1061,402,866536974
1060,401,866536984
1056,395,866536996
1051,391,866537008
1052,394,866537017
1048,401,866537028
1049,397,866537055
1049,392,866537062
1052,382,866537074
1052,382,866537087
1051,385,866537095
1052,384,866537107
1053,382,866537119
1060,370,866537128
1064,368,866537140
1064,369,866537150
1065,369,866537166
1065,370,866537174
1065,374,866537198
1069,384,866537207
1069,387,866537217
1070,390,866537243
1072,391,866537250
1072,390,866537262
1085,414,866537274
1086,414,866537284
1086,415,866537295
1085,416,866537322
1080,416,866537328
1069,404,866537340
1068,402,866537354
1066,402,866537362
1064,398,866537374
1068,405,866537385
1072,411,866537395
1079,437,866537407
1080,440,866537432
1083,449,866537440
1086,447,866537450
1088,446,866537463
1091,441,866537473
1090,441,866537484
1090,441,866537495
1089,439,866537507
1088,435,866537517
1087,433,866537542
1087,423,866537550
1086,415,866537561
1086,418,866537574
1089,417,866537583
1091,415,866537595
1090,412,866537607
1088,412,866537619
1087,412,866537628
1088,412,866537640
1088,423,866537664
1094,445,866537673
1094,445,866537683
1094,445,866537696
1094,445,866537707
1098,448,866537716
1101,451,866537728
1102,451,866537740
1111,453,866537750
1119,455,866537761
1146,459,866537775
1156,456,866537783
1163,455,866537794
1164,456,866537806
1169,461,866537816
1174,465,866537827
1181,475,866537853
1183,476,866537861
1182,474,866537872
1183,473,866537884
1184,473,866537894
1184,474,866537905
1190,477,866537916
1195,479,866537927
1194,475,866537939
1186,469,866537964
1167,463,866537972
1166,463,866537983
1164,463,866537996
1163,464,866538005
1166,471,866538016
1168,478,866538043
1167,475,866538049
1166,473,866538075
1182,483,866538082
1186,484,866538094
1180,479,866538106
1176,473,866538116
1172,468,866538127
1174,470,866538139
1178,474,866538152
1181,477,866538160
924,512,866541488
918,499,866541497
918,499,866541508
921,494,866541535
919,496,866541541
919,496,866541553
916,493,866541567
914,491,866541574
916,493,866541586
920,485,866541599
920,484,866541608
921,483,866541619
920,479,866541645
920,479,866541653
923,477,866541664
923,476,866541677
925,475,866541686
927,472,866541697
928,472,866541708
930,477,866541719
971,487,866541730
979,489,866541756
1014,494,866541763
1020,495,866541774
1042,496,866541787
1047,496,866541797
1048,496,866541807
1051,498,866541834
1055,500,866541841
1058,500,866541853
1054,499,866541866
1054,499,866541875
1055,499,866541887
1060,502,866541914
1067,511,866541921
1069,527,866541946
1069,528,866541954
1064,517,866541965
1064,517,866541976
1067,515,866541988
1067,518,866541998
1066,518,866542022
1066,516,866542031
1066,516,866542042
1066,517,866542070
1067,528,866542075
1066,527,866542102
1060,529,866542108
1061,531,866542121
1059,532,866542133
1058,531,866542141
1051,528,866542154
1046,527,866542166
1045,528,866542175
1044,530,866542187
1039,529,866542213
1038,529,866542221
1034,529,866542231
1033,529,866542244
1021,531,866542254
1022,533,866542264
1022,533,866542276
1018,534,866542287
1017,535,866542298
1017,536,866542308
1017,536,866542323
1016,538,866542331
1015,538,866542341
1013,540,866542354
1006,541,866542369
1004,540,866542375
999,537,866542387
1000,539,866542400
999,540,866542408
996,538,866542420
988,560,866542432
988,560,866542441
990,553,866542454
986,562,866542479
885,567,866542487
870,568,866542498
869,568,866542510
856,554,866542520
854,553,866542531
853,553,866542556
848,550,866542565
848,550,866542575
849,549,866542587
849,548,866542602
849,547,866542608
850,548,866542620
849,554,866542633
849,554,866542641
850,554,866542653
856,555,866542665
873,552,866542674
1297,819,866542753
1298,820,866542763
1299,817,866542776
1249,696,866542787
1069,571,866542797
1042,552,866542821
1030,546,866542831
1019,540,866542841
1010,534,866542868
993,521,866542874
1000,520,866542887
993,521,866542899
994,521,866542908
994,520,866542920
994,519,866542945
995,518,866542954
994,515,866542964
994,515,866542977
995,513,866542987
994,510,866542997
994,509,866543009
994,508,866543020
994,508,866543031
994,508,866543055
995,508,866543056
996,507,866543064
997,507,866543074
996,505,866543102
995,505,866543108
995,506,866543120
996,507,866543133
999,509,866543141
1001,511,866543153
1000,506,866543179
1000,505,866543180
1000,506,866543187
1001,508,866543197
1001,509,866543211
1001,510,866543220
1001,511,866543231
1001,512,866543242
1000,514,866543253
1001,509,866543264
994,510,866543288
916,510,866543297
901,509,866543307
843,511,866543320
840,512,866543336
839,512,866543341
838,513,866543368
841,517,866543374
838,517,866543386
835,517,866543398
835,517,866543407
835,516,866543420
837,514,866543445
837,513,866543453
838,510,866543464
838,510,866543475
840,508,866543487
840,505,866543497
840,505,866543507
838,506,866543522
837,502,866543530
837,502,866543540
841,503,866543553
844,504,866543569
851,504,866543574
868,500,866543601
924,502,866543607
920,503,866543620
921,501,866543632
922,500,866543640
927,498,866543653
926,497,866543664
925,497,866543674
926,497,866543686
924,509,866543710
926,502,866543719
927,500,866543730
927,500,866543741
925,504,866543753
921,502,866543764
921,501,866543774
923,501,866543787
919,504,866543797
919,504,866543807
920,503,866543834
915,514,866543840
915,513,866543853
926,514,866543865
926,514,866543874
926,512,866543886
924,515,866543897
923,516,866543907
921,516,866543919
922,508,866543930
922,507,866543944
924,508,866543953
925,507,866543963
925,507,866543976
925,508,866543986
921,506,866543997
921,506,866544021
922,505,866544030
942,503,866544040
1032,483,866544053
1036,482,866544063
1039,482,866544073
1051,483,866544100
1059,483,866544107
1060,488,866544119
1057,500,866544131
1056,502,866544140
1057,500,866544153
1059,499,866544178
1058,501,866544186
1059,500,866544196
1059,499,866544210
1059,500,866544219
1055,507,866544230
1055,507,866544242
1055,508,866544253
1056,506,866544263
1056,507,866544288
1057,505,866544296
1057,505,866544307
1057,505,866544319
1058,510,866544334
1058,510,866544340
1059,511,866544352
1059,512,866544366
1051,511,866544373
1026,509,866544386
1021,507,866544397
1019,507,866544407
1007,497,866544419
1002,494,866544445
1001,496,866544452
1004,499,866544476
1005,499,866544485
1005,499,866544496
1005,499,866544507
1005,501,866544519
1004,503,866544530
1004,503,866544554
1001,503,866544563
1001,503,866544573
997,502,866544600
1001,503,866544606
1001,504,866544619
999,505,866544632
999,505,866544639
999,507,866544652
999,508,866544677
1000,507,866544685
1000,508,866544696
1000,508,866544709
1003,507,866544719
1003,507,866544729
1003,507,866544740
1000,504,866544752
999,504,866544763
1006,505,866544788
1083,518,866544796
1084,518,866544806
1093,516,866544819
1094,515,866544834
1094,515,866544840
1094,510,866544852
1094,510,866544866
1089,510,866544873
1078,513,866544885
1062,520,866544896
1064,520,866544906
1080,514,866544919
1080,514,866544929
1081,515,866544943
1082,515,866544952
1089,515,866544963
1089,516,866544973
1091,517,866544985
1090,518,866544996
1090,517,866545006
1089,509,866545018
1090,509,866545034
1090,509,866545039
1090,509,866545052
1092,511,866545064
1091,511,866545073
1091,509,866545085
1094,508,866545110
1095,508,866545119
1092,509,866545129
1091,510,866545143
1087,510,866545152
1085,511,866545162
1088,510,866545173
1106,510,866545188
1112,508,866545196
1113,507,866545206
1112,508,866545220
1121,508,866545229
1120,509,866545239
1120,510,866545266
1118,512,866545272
1116,512,866545285
1116,511,866545296
1116,510,866545306
1116,505,866545318
1118,502,866545344
1116,501,866545351
1115,501,866545362
1115,501,866545374
1112,502,866545385
1113,501,866545396
1113,501,866545421
1112,508,866545429
1112,510,866545439
1113,513,866545453
1119,517,866545462
1120,517,866545472
1120,516,866545485
1122,510,866545501
1123,510,866545506
1125,508,866545533
1125,507,866545539
1125,507,866545565
1164,554,866545572
1326,889,866545616
1411,1087,866545628
1454,1187,866545638
1468,1228,866545651
1431,1148,866545662
1398,1076,866545674
1196,618,866545684
1183,584,866545696
1175,561,866545721
1158,522,866545729
1147,495,866545739
1152,496,866545752
1153,497,866545762
1153,497,866545772
1155,500,866545800
1155,502,866545805
1155,503,866545818
1157,505,866545831
1157,506,866545839
1157,506,866545851
1160,508,866545863
1160,509,866545872
1159,508,866545885
1159,509,866545910
1159,508,866545918
1159,505,866545929
1158,504,866545941
1157,503,866545951
1156,502,866545962
1155,501,866545973
1154,497,866545984
1155,499,866545995
1155,499,866546020
1151,501,866546028
1150,502,866546039
1143,505,866546051
1144,507,866546065
1146,517,866546072
1151,532,866546084
1150,573,866546096
1150,574,866546105
1147,577,866546118
1145,587,866546142
1144,587,866546151
1148,582,866546162
1148,582,866546174
1148,582,866546184
1143,583,866546195
1142,583,866546206
1145,582,866546218
1147,580,866546228
1147,579,866546239
1149,578,866546252
1160,584,866546262
1160,584,866546272
1162,582,866546285
1163,591,866546297
1163,594,866546305
1163,598,866546318
1160,596,866546343
1158,593,866546351
1158,578,866546361
1157,577,866546374
1156,572,866546384
1156,570,866546395
1156,569,866546420
1154,572,866546428
1153,573,866546438
1150,570,866546466
1152,569,866546472
1154,569,866546484
1154,569,866546497
1154,569,866546505
1154,570,866546517
1153,570,866546529
1154,569,866546538
1150,573,866546551
1151,557,866546576
1151,528,866546584
1150,517,866546595
1150,515,866546607
1150,495,866546617
1149,487,866546628
1149,486,866546654
1148,488,866546661
1148,488,866546685
1150,488,866546695
1150,488,866546705
1152,487,866546732
1158,485,866546738
1156,485,866546751
1153,483,866546763
1153,483,866546771
1153,482,866546784
1152,482,866546795
1152,481,866546805
1152,480,866546817
1155,486,866546828
1155,486,866546841
1155,484,866546851
1145,475,866546861
1145,474,866546872
1147,478,866546884
1147,475,866546895
1147,474,866546905
1147,479,866546918
1143,475,866546928
1142,475,866546938
1129,475,866546965
1048,488,866546971
1036,485,866546984
1055,482,866546997
1053,482,866547005
1048,480,866547017
1026,481,866547029
1023,482,866547038
1010,490,866547050
1010,489,866547075
1006,489,866547084
1002,490,866547094
1001,490,866547106
997,493,866547117
997,494,866547126
1005,510,866547137
1178,642,866547215
1178,642,866547229
1159,622,866547237
1044,503,866547249
1047,489,866547274
1044,482,866547283
1042,483,866547294
1041,483,866547307
1038,484,866547317
1036,483,866547328
1035,483,866547339
1028,496,866547350
1027,502,866547361
1027,503,866547386
1026,501,866547394
1026,501,866547404
1027,502,866547432
1033,506,866547438
1032,506,866547450
1032,505,866547463
1033,505,866547471
1033,506,866547483
1031,506,866547494
1031,507,866547504
1030,507,866547517
1026,506,866547542
1025,510,866547550
1035,510,866547561
1035,510,866547573
1038,514,866547584
1038,512,866547594
1039,512,866547619
1041,510,866547627
1042,509,866547638
1041,506,866547650
1039,504,866547660
1039,504,866547671
1038,504,866547697
1037,511,866547704
1032,532,866547717
1017,525,866547728
1014,523,866547737
988,513,866547750
985,512,866547776
986,517,866547783
981,514,866547794
981,514,866547806
982,514,866547817
985,515,866547827
985,515,866547839
986,513,866547850
986,512,866547860
986,512,866547884
983,508,866547893
983,507,866547904
978,499,866547916
980,503,866547930
980,505,866547937
983,509,866547950
981,507,866547963
980,506,866547971
981,496,866547983
981,494,866548010
979,497,866548016
980,506,866548042
977,503,866548049
979,509,866548060
979,509,866548072
979,509,866548083
979,508,866548094
979,507,866548104
977,506,866548120
977,505,866548127
977,504,866548151
980,500,866548160
980,501,866548170
980,500,866548198
980,502,866548204
981,514,866548216
982,513,866548228
982,513,866548237
981,512,866548250
975,518,866548275
976,517,866548283
977,513,866548293
977,512,866548306
975,509,866548316
974,508,866548327
974,508,866548352
975,517,866548360
975,517,866548370
974,514,866548397
979,500,866548404
981,495,866548416
979,495,866548427
979,495,866548437
980,491,866548449
979,493,866548460
979,493,866548473
975,497,866548483
975,497,866548493
975,496,866548504
975,496,866548520
975,496,866548527
975,497,866548551
979,509,866548560
980,509,866548570
979,507,866548597
1005,510,866548598
1006,510,866548603
1009,510,866548616
1007,519,866548629
1007,520,866548637
1010,522,866548649
1011,524,866548661
1011,524,866548670
1011,525,866548683
1017,521,866548708
1018,520,866548716
1022,524,866548727
1022,524,866548739
1024,527,866548749
1019,524,866548760
1019,524,866548771
1015,527,866548782
1016,527,866548793
1016,527,866548819
1016,521,866548826
1016,520,866548836
1019,519,866548864
1018,519,866548870
1017,519,866548883
1005,522,866548894
1004,522,866548903
1002,523,866548916
1013,523,866548942
1013,523,866548943
1018,520,866548949
1017,519,866548960
1017,519,866548974
1020,519,866548982
1019,519,866548993
1019,519,866549004
1017,518,866549016
1018,517,866549026
1018,516,866549052
1017,520,866549060
1017,520,866549070
1018,524,866549083
1018,525,866549093
1019,525,866549103
1018,525,866549130
1017,527,866549136
1018,527,866549149
1018,526,866549161
1018,526,866549170
1016,523,866549182
1012,520,866549193
1012,520,866549203
1013,521,866549216
1012,519,866549226
1013,519,866549240
1015,519,866549249
1017,519,866549259
1017,518,866549271
1016,517,866549282
1016,517,866549293
1016,517,866549317
1020,518,866549326
1020,518,866549336
1021,520,866549350
1020,522,866549359
1021,523,866549370
1022,524,866549398
1022,521,866549403
1023,520,866549416
1023,519,866549428
1023,519,866549436
1022,519,866549449
1022,520,866549474
1023,522,866549482
1022,525,866549492
1022,526,866549506
1020,526,866549515
1019,527,866549526
1019,526,866549538
1017,523,866549549
1017,521,866549559
1017,521,866549584
1011,514,866549593
1009,514,866549603
1002,519,866549631
980,527,866549636
970,527,866549648
966,527,866549662
966,527,866549669
967,528,866549682
971,532,866549693
971,533,866549703
970,531,866549715
969,529,866549726
969,529,866549739
968,528,866549748
968,527,866549759
968,527,866549771
968,527,866549782
970,528,866549792
971,528,866549803
971,528,866549818
974,528,866549826
974,528,866549836
970,523,866549849
970,522,866549859
970,522,866549869
972,524,866549882
972,523,866549895
972,523,866549903
974,524,866549915
975,524,866549926
975,525,866549936
976,525,866549949
976,524,866549959
976,524,866549972
977,526,866549982
973,531,866549993
972,531,866550002
975,529,866550018
974,528,866550025
974,528,866550036
970,529,866550049
969,531,866550059
969,530,866550069
970,531,866550082
972,531,866550094
972,531,866550102
971,531,866550115
971,532,866550126
973,533,866550136
978,542,866550148
1007,535,866550159
1014,533,866550172
1037,530,866550181
1048,527,866550192
1051,526,866550204
1060,522,866550215
1063,523,866550226
1063,523,866550250
1063,525,866550259
1062,525,866550269
1062,526,866550297
1060,529,866550302
1059,528,866550315
1060,527,866550326
1060,527,866550336
1063,526,866550348
1063,527,866550373
1063,528,866550382
1063,528,866550392
1063,528,866550405
1062,528,866550415
1062,527,866550425
1062,527,866550437
1062,527,866550448
1062,525,866550459
1062,525,866550483
1062,527,866550492
1062,527,866550502
1062,527,866550529
1063,526,866550535
1065,525,866550548
1065,524,866550560
1065,524,866550569
1065,524,866550581
1066,524,866550606
1065,522,866550615
1063,523,866550625
1062,524,866550637
1062,526,866550648
1063,531,866550658
1063,532,866550683
1063,530,866550692
1068,529,866550702
1078,527,866550714
1093,523,866550730
1098,522,866550735
1120,521,866550748
1122,525,866550761
1122,525,866550769
1125,523,866550781
1126,519,866550793
1126,519,866550802
1125,517,866550814
1123,518,866550839
1117,524,866550848
1116,523,866550858
1116,523,866550869
1117,517,866550881
1117,520,866550890
1130,537,866550916
987,435,866550995
985,447,866551002
989,451,866551014
997,458,866551026
999,460,866551035
1011,492,866551048
1013,494,866551058
1015,495,866551072
1014,497,866551081
1016,500,866551091
1016,500,866551103
1016,501,866551114
1017,502,866551125
1017,501,866551150
1023,505,866551158
1023,505,866551168
1024,506,866551196
1024,506,866551202
1024,506,866551214
1010,509,866551228
1009,509,866551235
1007,510,866551248
1004,512,866551260
1003,513,866551268
1001,523,866551281
1004,531,866551291
1004,531,866551307
1004,531,866551314
1002,531,866551325
1002,531,866551339
1000,530,866551348
1004,524,866551358
1004,523,866551371
1002,521,866551381
996,519,866551391
995,519,866551417
991,523,866551418
990,526,866551425
989,526,866551450
989,525,866551458
989,524,866551468
989,524,866551481
989,527,866551492
989,528,866551501
988,529,866551529
986,527,866551535
981,532,866551547
965,542,866551560
961,544,866551568
960,543,866551581
936,530,866551591
935,527,866551601
926,521,866551614
926,520,866551638
924,513,866551647
923,511,866551658
923,511,866551671
925,510,866551680
925,510,866551691
925,510,866551702
925,509,866551714
926,512,866551724
926,513,866551749
923,528,866551758
923,528,866551768
922,532,866551795
923,530,866551801
924,522,866551814
924,522,866551826
924,522,866551835
924,519,866551847
924,516,866551858
919,516,866551873
867,515,866551880
864,515,866551905
853,512,866551913
848,512,866551924
848,511,866551935
851,510,866551947
851,512,866551957
851,512,866551982
843,514,866551991
843,514,866552001
843,514,866552014
847,514,866552024
847,513,866552034
853,509,866552061
854,510,866552068
860,509,866552080
856,502,866552092
855,500,866552101
855,498,866552113
858,497,866552139
855,500,866552147
849,501,866552157
849,501,866552171
851,499,866552180
854,496,866552191
855,496,866552202
852,497,866552213
853,501,866552224
863,501,866552249
966,510,866552257
972,511,866552268
1003,511,866552280
1008,511,866552291
1011,511,866552301
1009,507,866552313
1006,505,866552327
1006,504,866552334
1003,495,866552347
1003,496,866552358
1003,496,866552368
1003,495,866552380
1000,499,866552405
999,500,866552413
997,502,866552424
997,503,866552436
996,510,866552447
994,507,866552457
994,507,866552482
995,506,866552490
995,506,866552501
993,500,866552514
996,499,866552524
1000,499,866552534
1025,499,866552561
1036,500,866552567
1054,511,866552580
1058,514,866552591
1059,514,866552601
1061,513,866552613
1062,513,866552639
1061,515,866552646
1056,513,866552657
1054,514,866552670
1044,523,866552680
974,520,866552690
970,520,866552702
962,518,866552713
944,517,866552724
941,517,866552750
917,520,866552757
916,520,866552782
915,510,866552790
914,511,866552801
917,519,866552814
917,519,866552823
917,519,866552834
912,519,866552861
910,518,866552867
910,518,866552880
909,517,866552893
909,517,866552900
910,517,866552913
909,514,866552926
910,513,866552933
911,512,866552946
912,513,866552973
907,514,866552980
908,514,866552990
908,514,866553003
910,515,866553013
919,513,866553023
920,513,866553034
929,510,866553046
941,511,866553057
941,511,866553067
944,512,866553080
943,510,866553090
943,510,866553100
941,513,866553126
940,518,866553134
941,520,866553146
940,519,866553157
940,519,866553167
940,519,866553179
940,518,866553204
941,517,866553213
944,516,866553223
945,517,866553235
947,515,866553246
959,514,866553257
959,514,866553267
961,515,866553281
962,521,866553290
963,522,866553300
965,522,866553313
968,520,866553323
968,519,866553334
968,519,866553346
966,526,866553360
966,526,866553367
963,529,866553379
962,529,866553392
962,529,866553400
961,526,866553412
960,526,866553424
960,526,866553433
961,529,866553446
961,525,866553456
961,524,866553470
961,525,866553479
960,527,866553490
959,528,866553501
959,528,866553513
959,528,866553523
960,528,866553548
960,531,866553556
959,531,866553567
957,529,866553595
951,526,866553600
940,515,866553627
937,504,866553633
934,504,866553646
934,505,866553658
934,506,866553667
927,519,866553679
929,518,866553702
931,515,866553712
935,509,866553723
935,508,866553733
936,508,866553745
937,506,866553756
937,506,866553767
939,508,866553779
939,507,866553789
933,507,866553800
919,505,866553827
880,500,866553833
852,489,866553846
849,488,866553859
847,487,866553866
848,491,866553879
852,496,866553904
854,498,866553912
853,500,866553923
853,500,866553936
851,500,866553945
848,502,866553956
848,502,866553968
849,502,866553979
842,502,866553990
839,502,866554000
832,500,866554012
827,496,866554023
827,496,866554047
822,497,866554056
821,497,866554066
820,499,866554095
819,500,866554100
819,501,866554112
819,501,866554126
819,500,866554133
819,500,866554145
817,501,866554157
817,501,866554166
817,499,866554179
824,500,866554203
823,496,866554212
833,499,866554222
841,499,866554235
868,504,866554245
870,504,866554256
871,505,866554266
872,505,866554281
880,506,866554289
881,506,866554300
882,504,866554327
883,504,866554333
883,498,866554345
882,495,866554358
882,495,866554366
883,496,866554378
882,499,866554404
882,500,866554412
879,495,866554422
879,495,866554434
880,496,866554445
884,498,866554455
884,499,866554467
884,499,866554478
883,499,866554489
885,498,866554514
893,496,866554522
899,494,866554533
910,487,866554560
913,487,866554566
914,487,866554592
915,510,866554599
915,510,866554612
916,505,866554622
917,505,866554632
917,504,866554645
921,511,866554670
920,510,866554678
918,508,866554689
918,507,866554701
913,500,866554711
913,499,866554722
912,498,866554748
914,497,866554755
915,496,866554780
918,503,866554789
919,504,866554799
919,506,866554826
915,517,866554832
916,515,866554845
918,514,866554858
918,514,866554866
923,514,866554878
924,514,866554889
923,515,866554899
919,516,866554911
915,509,866554937
913,510,866554945
905,516,866554955
905,517,866554968
899,520,866554978
893,521,866554989
893,521,866555015
894,522,866555022
896,520,866555047
941,507,866555056
947,507,866555065
978,504,866555078
987,504,866555089
990,504,866555099
1019,507,866555111
1025,508,866555124
1025,509,866555132
1028,511,866555145
1028,509,866555171
1029,509,866555178
1031,508,866555188
1031,506,866555201
1032,491,866555210
1033,493,866555220
1058,554,866555232
1087,533,866555279
1079,528,866555288
1078,527,866555299
1053,482,866555311
1044,487,866555327
1041,481,866555332
1036,487,866555344
1038,489,866555358
1038,486,866555365
1039,494,866555378
1040,505,866555389
1040,506,866555399
1036,513,866555411
1033,513,866555422
1033,513,866555435
1024,510,866555444
1026,511,866555455
1027,511,866555467
1030,512,866555478
1047,514,866555488
1049,514,866555513
1073,523,866555522
1074,523,866555532
1077,524,866555545
1078,524,866555555
1078,524,866555565
1078,526,866555592
1080,525,866555599
1085,519,866555611
1086,517,866555623
1085,517,866555632
1083,519,866555644
1078,511,866555669
1077,510,866555678
1079,514,866555688
1078,515,866555701
1075,512,866555711
1082,511,866555722
1082,511,866555733
1082,512,866555744
1082,513,866555755
1082,514,866555779
1079,516,866555788
1074,515,866555798
1015,514,866555811
1012,514,866555826
1011,514,866555832
1002,515,866555844
1002,515,866555857
1002,515,866555865
995,516,866555877
996,518,866555888
